label,narasi
1,"['sudjiatmi', 'siksa', 'alam', 'barzakh', 'hj', 'sudjiatmi', 'ibu', 'presiden', 'jokowi', 'siksa', 'alam', 'kubur', 'sadis', 'brutal', 'sangat', 'kejam', 'ampun', 'saat', 'tgl', 'april', 'bulan', 'lalu', 'jenazah', 'sudjiatmi', 'semayam', 'alam', 'kubur', 'entah', 'orang', 'anjak', 'makam', 'beliau', 'nyata', 'presiden', 'joko', 'widodo']"
1,"['astaghfirullah', 'kemarin', 'sama', 'lawan', 'virus', 'corona', 'sekarang', 'ayo', 'damai', 'dngn', 'virus', 'corona', 'arti', 'perintah', 'kalah', 'kibar', 'bendera', 'putih', 'tanda', 'serah']"
1,"['tahu', 'ku', 'group', 'guna', 'stiker', 'untung', 'buat', 'nya', 'stiker', 'gambar', 'yg', 'saudara', 'krmkan', 'wa', 'bayar', 'beban', 'kpd', 'yg', 'terima']"
1,"['aku', 'mirip', 'ashraf', 'pria', 'nikah', 'bcl']"
1,"['culik', 'keponakan', 'ibu', 'yulianah', 'umur', 'anak', 'bulan', 'jenis', 'kelamin', 'perempuan', 'jadi', 'angkot', 'lebak', 'bulus', 'parung', 'ibunda', 'si', 'bayi', 'hipnotis', 'angkot', 'turun', 'pondok', 'cabe', 'jadi', 'hari', 'sabtu', 'jam']"
1,"['dapet', 'info', 'client', 'virus', 'corona', 'udah', 'sampe', 'sini', 'apartement', 'ta', 'udah', 'org', 'wuhan', 'yg', 'kena', 'tp', 'management', 'mall', 'bs', 'operasi', 'mrk', 'ga', 'rugi', 'barusan', 'bgt', 'dpt', 'info', 'dr', 'client', 'yg', 'suami', 'org', 'cina', 'mrk', 'komunitas', 'org', 'cina', 'indo', 'mrk', 'kasih', 'tau', 'utk', 'jauh', 'apartement', 'ta', 'sekitar']"
1,"['presiden', 'cina', 'xi', 'jinping', 'unjung', 'masjid', 'minta', 'umat', 'islam', 'doa', 'negara', 'sedang', 'landa', 'krisis', 'butuh', 'bantu']"
1,"['biaya', 'tilang', 'baru', 'indonesia', 'kapolri', 'baru', 'mantap', 'stnk', 'rp', 'tdk', 'bawa', 'sim', 'rp', 'tdk', 'pakai', 'helm', 'rp']"
1,"['jokowi', 'mulai', 'sby', 'jiwasraya', 'duga', 'orang', 'belakang', 'heboh']"
1,"['kenal', 'jakarta', 'water', 'park']"
1,"['dinas', 'dukcapil', 'jakarta', 'wajib', 'warga', 'jakarta', 'ganti', 'kk', 'lama', 'tenggat', 'waktu', 'imbau', 'segera', 'mutakhir', 'data', 'memang', 'terus', 'dorong', 'perintah', 'utama', 'input', 'data', 'status', 'nikah', 'golong', 'darah', 'susun', 'anggota', 'keluarga']"
1,"['bayi', 'bln', 'dlm', 'perut', 'ibu', 'habis', 'usus', 'ibu', 'makan', 'bayi', 'kemudian', 'dokter', 'mengoprasi', 'ibu', 'keluar', 'bayi', 'bayi', 'keluar', 'gigit', 'tangan', 'jam', 'si', 'awat', 'tinggal', 'ibu', 'bayi', 'tinggal', 'bayi', 'bayi', 'lahir', 'dgn', 'berat', 'kg', 'jam', 'tambah', 'naik', 'berat', 'jadi', 'bayi', 'lahir', 'hari', 'jumat', 'tahu', 'allah', 'kasi', 'ingat', 'apa', 'bayi', 'ni', 'kemudian', 'bunuh', 'dokter', 'beri', 'suntik', 'mati', 'kali', 'baru', 'bayi', 'kisah', 'jadi', 'wallahu', 'lam']"
1,"['ngeri', 'si', 'moga', 'yg', 'sana', 'selamat', 'amin', 'yrb', 'prayforjapan']"
1,"['presiden', 'korea', 'utara', 'hukum', 'jabat', 'libat', 'kasus', 'korupsi', 'hadap', 'awak', 'media', 'cetak', 'elektronik', 'cara', 'berrjalan', 'gandeng', 'tangan', 'plung', 'bawah', 'kandang', 'luaaaar']"
1,"['adapun', 'formasi', 'sebut', 'kh', 'ahmad', 'dahlan', 'logo', 'umm', 'students', 'today', 'leaders', 'tomorrow', 'peta', 'indonesia', 'pray', 'lombok']"
1,"['camat', 'pedurungan']"
1,"['tv', 'luar', 'negeri', 'berita', 'prabowo', 'next', 'presiden']"
1,"['aneh', 'jelang', 'hari', 'h', 'milu', 'koq', 'ketua', 'kpu', 'umroh', 'bareng', 'jokowi', 'padahal', 'banyak', 'masalah', 'kpu', 'utama', 'kpln', 'bukankah', 'langgar']"
1,"['naik', 'kereta', 'yuuuuk', 'hayo', 'tiket', 'ka']"
1,"['simulasi', 'orang', 'gila', 'bawa', 'tps', 'milu', 'jadi', 'dunia']"
1,"['tabe', 'siapa', 'tahu', 'keluargata', 'yg', 'guru', 'sma', 'info']"
1,"['info', 'buat', 'alumni', 'harap', 'hindar', 'posko', 'monas', 'posko', 'milik', 'puan', 'maharani', 'tuju', 'istiqlal', 'sebar', 'jama', 'ah', 'tau']"
1,"['jadwal', 'hercules', 'malam', 'jam', 'subuh', 'besok', 'lanud', 'makassar']"
1,"['capt', 'pribadi', 'kemudi', 'pesawat', 'mengijinkan', 'hj', 'neno', 'warisman', 'sang', 'dedengkot', 'gera', 'makar', 'guna', 'sistem', 'keras', 'suara', 'pesawat', 'beberapa', 'waktu', 'lalu']"
0,"['kendati', 'sukses', 'antar', 'timnas', 'indonesia', 'juara', 'piala', 'aff', 'lolos', 'putar', 'final', 'piala', 'asia']"
1,"['alqur', 'palsu', 'karang', 'orang', 'kafir']"
1,"['ane', 'sebarin', 'deh', 'video', 'nih', 'liat', 'kecebong', 'yg', 'rencana', 'susup', 'cfd', 'hancur', 'hastag', 'cc', 'netizentofa', 'zarazettirazr', 'roninkhalid', 'restycayah', 'allah', 'balas', 'tipu', 'daya']"
0,"['lalai', 'terobos', 'razia', 'mobil', 'isi', 'satu', 'keluarga', 'tembak', 'polisi', 'satu', 'orang', 'tewas']"
0,"['bukan', 'dosen', 'asing', 'profesor', 'kelas', 'dunia', 'orang', 'indonesia', 'ikut', 'program', 'asal', 'ajar', 'universitas', 'luar', 'negeri', 'punya', 'koneksi', 'raih', 'nobel', 'kata', 'direktur', 'jenderal', 'sumber', 'daya', 'iptek', 'dikti', 'kemristekdikti', 'ali', 'ghufron', 'mukti', 'jakarta', 'selasa']"
1,"['kecam', 'nyata', 'said', 'aqil', 'neno', 'warisman', 'ibu', 'terima', 'nyata', 'kontroversial', 'ketua', 'pbnu', 'said', 'aqil', 'siradj', 'kata', 'nonton', 'film', 'porno', 'lebih', 'baik', 'dengar', 'ceramah', 'radikal', 'istighfar', 'dapat', 'kecam', 'giat', 'didik', 'anak', 'neno', 'warisman', 'tulis', 'marah', 'tulis', 'ikut']"
1,"['padahal', 'nama', 'sebut', 'rupa', 'hasil', 'translate', 'otomatis', 'google', 'game', 'asli', 'judul', 'galaxy', 'fighting', 'god', 'kung', 'fu']"
1,"['assalamu', 'informasi', 'teman', 'dokter', 'anak', 'bidan', 'banyumas', 'makan', 'permen', 'susu', 'trus', 'hari', 'gk', 'mau', 'makan', 'ngefly', 'saran', 'temen', 'dokter', 'purbalingga', 'bawa', 'permen', 'tsb', 'bnn', 'nyata', 'hasil', 'positif', 'kandung', 'narkoba', 'jenis', 'benzodiazepin']"
1,"['konser', 'gue', 'menang', 'telak']"
1,"['edar', 'poster', 'aksi', 'damai', 'bela', 'islam', 'jadi', 'viral', 'media', 'sosial', 'poster', 'sebut', 'dapat', 'nama', 'foto', 'panglima', 'tni', 'jenderal', 'gatot', 'nurmantyo']"
0,"['umum', 'penting', 'soal', 'pilkada', 'dki', 'pilih', 'wajib', 'ambil', 'surat', 'feb', 'dgn', 'urus', 'rt', 'apabila', 'sampe', 'feb', 'surat', 'ambil', 'langsung', 'milik', 'rt', 'kembali', 'kpu', 'warga', 'dki', 'yg', 'milik', 'pilih', 'jam', 'bawa', 'suket', 'kk', 'asli', 'lewat', 'pk', 'suara', 'hangus', 'tlg', 'sebar', 'thank']"
1,"['tni', 'umum', 'waras', 'wereng', 'gitu', 'yah', 'masa', 'sih', 'sejarah', 'buruk', 'ulang', 'rem', 'bgt', 'danjen', 'kopassus', 'fpi', 'ormas', 'besar', 'suka', 'bantu', 'berantas', 'kemahsiatan', 'bubar', 'ormas', 'preman', 'suka', 'beking', 'kemahsiatan', 'suka', 'bikin', 'resah', 'masyarakat']"
1,"['hati', 'hati', 'teliti', 'terima', 'segala', 'bentuk', 'bantu', 'korban', 'gempa', 'dapat', 'gambar', 'salib', 'handuk', 'bantu', 'yg', 'edar']"
1,"['sebar', 'gambar', 'piagam', 'nyata', 'aksi', 'dapat', 'harga', 'rekor', 'dunia']"
1,"['demo', 'neo', 'pki', 'hari', 'udah', 'ijin', 'buntel', 'kentut', 'maaf', 'ralat', 'petinggi', 'polisi', 'tinggal', 'tunggu', 'gendering', 'perang', 'tabuh', 'aja']"
1,"['mana', 'ria', 'pancasila', 'mu', 'dr', 'abdul', 'mu', 'ti', 'med', 'sekum', 'pp', 'muhamadyah']"
1,"['bila', 'jebak', 'oprasi', 'rapid', 'tes', 'ujug', 'datang', 'tugas', 'harus', 'ikut', 'rapid', 'tes', 'perlu', 'perhati', 'sarung', 'tangan', 'petugs', 'kalau', 'sarung', 'tangan', 'pakai', 'satu', 'pakai', 'ganti', 'ganti', 'tugas', 'pegang', 'rapid', 'tes', 'kemudian', 'ganti', 'sarung', 'tangan', 'tugas', 'lalu', 'pegang', 'sin', 'letak', 'rawan', 'tular', 'virus', 'nya', 'ngga', 'tau', 'tugas', 'ngga', 'tau', 'orang', 'pegang', 'tadi', 'orang', 'sebut', 'negatif', 'jadi', 'tular', 'bukan', 'ada', 'tempat', 'umum', 'rapid', 'tes', 'laku', 'massal']"
1,"['nih', 'dokter', 'bule', 'ngomong', 'rupa', 'bahkan', 'ngasih', 'data', 'lebih', 'lengkap', 'detail', 'inti', 'covid', 'biasa', 'aja', 'mati', 'sembuh', 'sendiri', 'kata', 'kalau', 'banyak', 'tinggal', 'sakit', 'masuk', 'daftar', 'covid', 'kirain', 'sih', 'aja', 'lockdown', 'psbb', 'justru', 'timbul', 'dampak', 'sangat', 'jauh', 'lebih', 'buruk', 'banding', 'covid']"
1,"['kabar', 'gembira', 'istimewa', 'vietnam', 'korban', 'covid', 'yng', 'super', 'obat', 'virus', 'covid', 'capai', 'informasi', 'negara', 'vietnam', 'virus', 'covid', 'sebab', 'mati', 'nyata', 'resep', 'sangat', 'sederhana', 'sangat', 'ampuh', 'teh', 'lemon', 'minum', 'teh', 'panas', 'campur', 'peras', 'lemon', 'segera', 'bunuh', 'virus', 'covid', 'sepenuh', 'hilang', 'virus', 'covid', 'bahan', 'buat', 'sistem', 'kebal', 'tubuh', 'jadi', 'sifat', 'basa', 'malam', 'tiba', 'sistem', 'tubuh', 'jadi', 'asam', 'mampu', 'detensif', 'kurang', 'sebab', 'orang', 'vietnam', 'santai', 'sebar', 'virus', 'covid', 'vietnam', 'semua', 'orang', 'minum', 'gelas', 'air', 'panas', 'sedikit', 'lemon', 'malam', 'bukti', 'bunuh', 'virus', 'covid', 'bagi', 'resep', 'sakti', 'siapa', 'buru', 'resep', 'sederhana', 'sangat', 'efektif', 'infeksi', 'virus', 'covid', 'atas', 'izin', 'tuhan']"
1,"['ratus', 'warga', 'china', 'tetap', 'indonesia', 'tadi', 'pagi', 'tinggal', 'indonesia', 'tuju', 'singapura', 'situasi', 'virus', 'corona', 'serang', 'indonesia', 'situasi', 'indonesia', 'normal']"
1,"['orang', 'infeksi', 'virus', 'corona', 'waspada', 'ki', 'main', 'main']"
1,"['jangan', 'pernah', 'remeh', 'simpsons', 'corona', 'virus', 'china']"
1,"['azab', 'sangat', 'pedih', 'timpa', 'orang', 'warga', 'negara', 'amerika', 'bakar', 'kena', 'sakit', 'sangat', 'misteri', 'semua', 'jari', 'dua', 'tangan', 'lepuh', 'busuk', 'hitam', 'luka', 'sebut', 'timbul', 'aroma', 'tak', 'sedap']"
1,"['manajer', 'humas', 'pt', 'inalum', 'bambang', 'heru', 'prayoga', 'informasi', 'sebut', 'pasti', 'hoaks', 'tipu', 'harap', 'masyarakat', 'kena', 'tipu', 'rekrutmen', 'atas', 'nama', 'inalum']"
1,"['tahu', 'bagaimana', 'sehat', 'jantung', 'tes', 'sederhana', 'deteksi', 'berapa', 'sehat', 'jantung', 'jaga', 'jantung', 'tetap', 'fungsi', 'baik', 'sangat', 'penting', 'hidup', 'sehat', 'jangka', 'panjang']"
1,"['coba', 'dilhat', 'baik', 'leceh', 'bendara', 'indonesia', 'mana', 'nyata', 'sekarang', 'tahan', 'polda', 'metro', 'pegang', 'bendara', 'merah', 'putih', 'tangan', 'mohon', 'punya', 'kuat', 'hukum', 'advokat', 'acara', 'apa', 'minta', 'didampingin', 'anak', 'stm', 'kasihan', 'bela']"
1,"['viral', 'indonesia', 'bubar', 'video', 'merry', 'riana', 'asli', 'tonton', 'habis']"
1,"['video', 'ada', 'akhir', 'jayapura', 'bandara', 'hari', 'kawal', 'marinir', 'evakuasi', 'yg', 'bau', 'jawa', 'hancur']"
0,"['yusuf', 'ridwan', 'kata', 'kantong', 'plastik', 'kresek', 'warna', 'hitam', 'kandung', 'zat', 'karsinogen', 'zat', 'warna', 'campur', 'daging', 'akibat', 'kontaminasi', 'zat', 'sebab', 'kanker', 'waktu', 'ridwan', 'kata', 'kantong', 'plastik', 'kresek', 'warna', 'hitam', 'kandung', 'zat', 'karsinogen', 'zat', 'warna', 'campur', 'daging', 'akibat', 'kontaminasi', 'zat', 'sebab', 'kanker', 'waktu', 'lama']"
1,"['innalilahiwainalrajiun', 'mati', 'orang', 'bantai', 'rakyat', 'hendroprayono', 'ucap', 'tinggal', 'karna', 'bantai', 'manusia']"
0,"['truk', 'semi', 'kontainer', 'paslon', 'bawa', 'apa']"
1,"['info', 'bahaya', 'jepang', 'utk', 'diabetes', 'sahabat', 'sy', 'magelang', 'idap', 'diabetes', 'kmd', 'konsumsi', 'jepang', 'yg', 'kata', 'obat', 'diabetes', 'mungkin', 'benar', 'semut', 'keluar', 'insulin', 'waktu', 'satu', 'tahun', 'konsumsi', 'jepang', 'nyata', 'usus', 'kena', 'bakteri', 'rusak', 'potong', 'usus']"
1,"['cnn', 'indonesia', 'sertifikat', 'ganda', 'kerja', 'rezim', 'jokowi', 'november']"
1,"['aduh', 'pak', 'bukan', 'lemah', 'pak', 'jokowi', 'gak', 'mudeng', 'justru', 'bikin', 'kampret', 'makin', 'lihat', 'bodoh', 'paham', 'politik', 'gak', 'sih', 'pak']"
1,"['ah', 'pokok', 'apa', 'kata', 'prabowo', 'amin', 'rais', 'jangan', 'nyinyir', 'yaaaa', 'keh', 'keh', 'keh']"
0,"['kait', 'salah', 'satu', 'dosen', 'jadi', 'insiator', 'gera', 'kabupaten', 'manggarai', 'barat', 'nusa', 'tenggara', 'timur', 'ntt', 'pihak', 'universitas', 'muhammadiyah', 'kupang', 'umk', 'ban', 'kampus', 'libat', 'gera', 'sebut']"
0,"['caleg', 'partai', 'gerindra', 'pks', 'tolak', 'khilafah', 'indonesia', 'damai', 'tolak', 'khilafah', 'wilayah', 'purwakarta', 'baris', 'muda', 'muslim', 'purwakarta']"
1,"['menang', 'songong', 'kalah', 'ngamuk']"
1,"['terima', 'kasih', 'bang', 'romo', 'syafi', 'ketua', 'kahmi', 'bantu', 'bebas', 'ibu', 'himma']"
1,"['bupati', 'purwakarta', 'kini', 'jadi', 'calon', 'wakil', 'gubernur', 'jawa', 'barat', 'dedi', 'mulyadi', 'pernah', 'ban', 'informasi', 'kata', 'diri', 'hamil', 'siswi', 'mts', 'benar', 'jadi', 'kata', 'dedi', 'jadi', 'saksi', 'nikah', 'orang', 'anak', 'tokoh', 'masyarakat', 'sumedang', 'tengah', 'hamil', 'hamil']"
1,"['mantan', 'ketua', 'umum', 'jakmania', 'larico', 'ranggamone', 'soal', 'ramai', 'medali', 'bepe', 'hilang', 'tunjuk', 'yusuf', 'medali', 'palsu', 'dapat', 'tante', 'pssi', 'beda', 'medali', 'dapat', 'tim', 'persija']"
1,"['malam', 'jam', 'pagi', 'bulan', 'keliling', 'ka', 'bah', 'langit', 'warna', 'biru', 'muda', 'ini', 'sa', 'terima', 'doa', 'taubat', 'munajat', 'jadi', 'ribu', 'tahun', 'sekali', 'hari', 'malam', 'hari', 'siapa', 'berdo', 'terima', 'bulan', 'laku', 'tawaaf', 'ka', 'bah', 'sampai', 'semua', 'orang', 'rabbi', 'minkulli', 'zambi', 'wa', 'atubu', 'illiahi', 'kamu', 'kirim', 'doa', 'teman', 'allah', 'selesai', 'semua', 'masalah', 'kirim', 'orang', 'dekat', 'tahu', 'moga', 'manfaat', 'aamiin']"
1,"['daftar', 'serta', 'acara', 'uji', 'nyali', 'dunia', 'televisi', 'trans', 'buat', 'spookiers', 'ken', 'ikut', 'uji', 'nyali', 'langsung', 'kirim', 'data', 'lalu', 'email', 'data', 'perlu', 'isi', 'nama', 'umur', 'alamat', 'kerja', 'motivasi', 'ikut', 'uji', 'nyali', 'telp']"
1,"['kemenkominfo', 'lalu', 'badan', 'regulasi', 'telekomunikasi', 'indonesia', 'brti', 'nyata', 'terima', 'lapor', 'investigasi', 'operator', 'seluler', 'kait', 'duga', 'sadap', 'kartu', 'sim', 'buat', 'gemalto', 'hutchinson', 'xl', 'axiata', 'indosat', 'telkomsel', 'badan', 'intelijen', 'national', 'security', 'agency', 'nsa', 'government', 'communication', 'headquarter', 'gchq']"
1,"['rombong', 'tilang', 'tak', 'milik', 'izin', 'patwal', 'puncak', 'bogor']"
1,"['bismillah', 'hari', 'team', 'mualaf', 'center', 'darussalam', 'wakil', 'harsha', 'agousta', 'brahma', 'sadewa', 'ibu', 'jenderal', 'lisze', 'dewi', 'purnamawati', 'berangkat', 'lp', 'batu', 'nusakambangan', 'cilacap', 'pasti', 'niat', 'john', 'kei', 'masuk', 'islam', 'putus', 'masuk', 'islam', 'john', 'kei', 'alias', 'john', 'refra', 'pemuda', 'asal', 'tutrean', 'pulau', 'kei', 'pernah', 'juluk', 'godfather', 'jakarta']"
0,"['buat', 'kunjung', 'jakarta', 'sejak', 'agustus', 'transportasi', 'kereta', 'api', 'bandara']"
0,"['tusuk', 'gigi', 'sebar', 'hiv', 'aids']"
1,"['laku', 'bom', 'kampung', 'melayu', 'anggota', 'polisi']"
1,"['pembubabaran', 'aji', 'ustad', 'khalid', 'basalamah', 'banser', 'nu']"
1,"['foto', 'pertama', 'dunia', 'buat', 'turki', 'pakistan']"
